NREPEATS = 1000
N_POP = 1000
replication_rate = 0.023000
mutation_rate = 0.000001
TFinal = 36500.000000
t,rep,n_mutants,n_het_mutants,mean_mutn_indiv,std_mutn_indiv
0.000000,0,0,0,0.000000,0.000000
1825.000000,0,35,35,0.493000,0.677059
3650.000000,0,48,48,0.901000,0.809849
5475.000000,0,47,47,1.210000,0.922362
7300.000000,0,53,53,1.872000,0.868545
9125.000000,0,51,51,2.623000,0.787077
10950.000000,0,55,55,3.014000,0.870955
12775.000000,0,54,54,3.148000,1.112355
14600.000000,0,51,51,3.145000,0.853641
16425.000000,0,73,73,3.692000,1.150852
18250.000000,0,68,68,4.418000,1.681697
20075.000000,0,74,74,5.403000,1.947918
21900.000000,0,60,60,7.114000,2.165570
23725.000000,0,74,74,6.888000,1.970619
25550.000000,0,80,80,8.321000,2.308091
27375.000000,0,77,77,8.224000,2.478299
29200.000000,0,77,77,8.734000,2.210459
31025.000000,0,79,79,9.386000,2.170649
32850.000000,0,73,73,9.254000,1.855513
34675.000000,0,79,79,9.568000,2.027680
36500.000000,0,66,66,10.031000,1.714929
0.000000,1,0,0,0.000000,0.000000
1825.000000,1,38,38,0.306000,0.587119
3650.000000,1,36,36,0.541000,0.780338
5475.000000,1,39,39,0.584000,0.851862
7300.000000,1,42,42,0.944000,1.237091
9125.000000,1,47,47,1.350000,1.351046
10950.000000,1,50,50,1.581000,1.314978
12775.000000,1,43,43,1.685000,1.240691
14600.000000,1,46,46,1.918000,1.314916
16425.000000,1,60,60,1.515000,1.359273
18250.000000,1,53,53,2.027000,1.428395
20075.000000,1,43,43,2.711000,1.281062
21900.000000,1,48,48,2.675000,1.244558
23725.000000,1,40,40,3.504000,0.893746
25550.000000,1,52,52,4.198000,1.249142
27375.000000,1,57,57,5.008000,1.377619
29200.000000,1,60,60,5.566000,1.455253
31025.000000,1,53,51,5.672000,1.687977
32850.000000,1,61,59,4.917000,1.239212
34675.000000,1,60,58,5.427000,1.510282
36500.000000,1,62,60,5.301000,1.322175
0.000000,2,0,0,0.000000,0.000000
1825.000000,2,34,34,0.352000,0.573083
3650.000000,2,40,40,0.527000,0.868346
5475.000000,2,51,51,0.960000,1.011644
7300.000000,2,48,48,0.975000,0.731375
9125.000000,2,48,48,1.356000,0.934954
10950.000000,2,54,54,2.117000,0.927454
12775.000000,2,68,68,2.326000,1.427502
14600.000000,2,49,49,2.995000,1.105530
16425.000000,2,57,57,3.217000,1.714891
18250.000000,2,53,53,4.481000,1.727027
20075.000000,2,66,66,5.812000,2.109290
21900.000000,2,60,60,6.739000,2.042805
23725.000000,2,68,68,6.662000,2.594704
25550.000000,2,66,66,7.322000,2.664473
27375.000000,2,63,63,8.216000,2.150341
29200.000000,2,49,49,7.708000,2.013154
31025.000000,2,62,62,7.675000,2.153605
32850.000000,2,58,58,8.585000,2.380849
34675.000000,2,52,52,9.109000,1.121774
36500.000000,2,57,49,10.245000,1.344910
0.000000,3,0,0,0.000000,0.000000
1825.000000,3,24,24,0.280000,0.574395
3650.000000,3,45,45,0.942000,1.016695
5475.000000,3,51,51,1.481000,1.221938
7300.000000,3,48,48,1.734000,1.243700
9125.000000,3,48,48,2.387000,1.233188
10950.000000,3,59,59,2.578000,1.233466
12775.000000,3,68,68,2.829000,1.665693
14600.000000,3,53,53,3.287000,1.879938
16425.000000,3,61,61,3.883000,1.857084
18250.000000,3,73,73,4.018000,1.451131
20075.000000,3,59,59,4.841000,1.839865
21900.000000,3,46,46,5.229000,1.736541
23725.000000,3,61,61,5.688000,1.711603
25550.000000,3,56,56,5.697000,1.671522
27375.000000,3,65,65,5.926000,1.712149
29200.000000,3,63,63,5.971000,1.976883
31025.000000,3,70,70,6.333000,2.339569
32850.000000,3,73,73,7.237000,2.384642
34675.000000,3,76,76,8.830000,2.780077
36500.000000,3,67,67,10.001000,2.038420
0.000000,4,0,0,0.000000,0.000000
1825.000000,4,28,28,0.332000,0.608396
3650.000000,4,37,37,0.630000,0.991001
5475.000000,4,49,49,0.816000,0.853741
7300.000000,4,59,59,1.144000,1.310336
9125.000000,4,54,54,1.886000,1.499751
10950.000000,4,58,58,2.085000,1.569152
12775.000000,4,55,55,2.100000,1.605795
14600.000000,4,46,46,2.230000,1.345701
16425.000000,4,60,60,2.817000,1.535535
18250.000000,4,51,51,3.009000,1.389550
20075.000000,4,49,49,3.093000,1.036062
21900.000000,4,60,60,3.418000,1.057542
23725.000000,4,73,73,4.286000,1.322101
25550.000000,4,73,73,4.627000,1.462193
27375.000000,4,64,64,4.770000,1.329235
29200.000000,4,61,61,4.899000,1.163681
31025.000000,4,73,73,5.554000,1.058397
32850.000000,4,60,60,6.060000,0.656377
34675.000000,4,51,51,6.164000,0.794818
36500.000000,4,61,61,6.592000,0.755054
0.000000,5,0,0,0.000000,0.000000
1825.000000,5,34,34,0.407000,0.575919
3650.000000,5,43,43,0.948000,0.902281
5475.000000,5,42,42,1.137000,0.886011
7300.000000,5,42,42,1.202000,0.779618
9125.000000,5,39,39,1.616000,0.922711
10950.000000,5,43,43,1.468000,0.676338
12775.000000,5,59,59,2.140000,0.905107
14600.000000,5,45,45,2.446000,0.931639
16425.000000,5,60,60,3.345000,1.348255
18250.000000,5,60,60,3.584000,1.292523
20075.000000,5,56,56,3.976000,0.960389
21900.000000,5,52,52,4.441000,1.021549
23725.000000,5,52,52,3.815000,1.259508
25550.000000,5,51,51,4.309000,1.121060
27375.000000,5,56,55,4.896000,1.289514
29200.000000,5,61,60,5.258000,1.630980
31025.000000,5,53,52,5.251000,1.710826
32850.000000,5,55,54,5.730000,1.468760
34675.000000,5,58,57,6.301000,2.124362
36500.000000,5,52,51,6.779000,2.447069
0.000000,6,0,0,0.000000,0.000000
1825.000000,6,37,37,0.246000,0.501733
3650.000000,6,41,41,0.737000,0.802792
5475.000000,6,53,53,1.071000,1.058811
7300.000000,6,39,39,1.205000,1.014892
9125.000000,6,42,42,1.109000,0.957097
10950.000000,6,48,48,1.398000,1.044359
12775.000000,6,45,45,1.564000,1.160712
14600.000000,6,53,53,1.711000,1.285742
16425.000000,6,52,52,1.359000,1.267962
18250.000000,6,57,57,1.658000,1.526226
20075.000000,6,61,61,1.654000,1.186462
