NREPEATS = 1000
N_POP = 2000
replication_rate = 0.023000
mutation_rate = 0.000001
TFinal = 36500.000000
t,rep,n_mutants,n_het_mutants,mean_mutn_indiv,std_mutn_indiv
0.000000,0,0,0,0.000000,0.000000
1825.000000,0,72,72,0.450500,0.753547
3650.000000,0,84,84,0.899500,1.189162
5475.000000,0,89,89,0.721500,0.885059
7300.000000,0,94,94,1.133000,1.027053
9125.000000,0,97,97,1.822000,1.049698
10950.000000,0,108,108,2.341500,1.269521
12775.000000,0,101,101,2.747500,1.638623
14600.000000,0,113,113,2.495000,1.465281
16425.000000,0,94,94,2.851500,1.508836
18250.000000,0,104,104,2.940000,1.571825
20075.000000,0,95,95,3.448000,1.829199
21900.000000,0,87,87,3.458000,1.754929
23725.000000,0,118,118,3.933000,1.686100
25550.000000,0,101,101,3.819000,1.857677
27375.000000,0,113,113,4.114000,1.899423
29200.000000,0,115,115,4.075000,1.752972
31025.000000,0,116,116,4.509500,1.668323
32850.000000,0,113,113,5.374000,2.143227
34675.000000,0,123,123,5.919500,1.834585
36500.000000,0,117,117,6.527500,1.656990
0.000000,1,0,0,0.000000,0.000000
1825.000000,1,60,60,0.336000,0.651396
3650.000000,1,93,93,0.759500,1.016453
5475.000000,1,72,72,0.836500,0.840905
7300.000000,1,92,92,0.924500,0.859168
9125.000000,1,88,88,1.205500,0.984253
10950.000000,1,85,85,1.590500,1.132012
12775.000000,1,103,103,2.047500,1.152349
14600.000000,1,115,115,2.981000,1.571265
16425.000000,1,125,125,3.691500,1.595494
18250.000000,1,111,111,3.891500,1.649572
20075.000000,1,115,115,4.093000,1.896879
21900.000000,1,121,121,3.989000,1.652648
23725.000000,1,144,144,4.794000,2.240775
25550.000000,1,121,121,4.811500,2.017425
27375.000000,1,125,125,4.995500,1.495191
29200.000000,1,129,129,6.071000,2.074635
31025.000000,1,129,129,6.310000,1.608165
32850.000000,1,131,131,6.692000,1.346864
34675.000000,1,132,132,7.083000,1.353524
36500.000000,1,114,114,7.079500,1.384608
0.000000,2,0,0,0.000000,0.000000
1825.000000,2,70,70,0.275000,0.520106
3650.000000,2,82,82,0.374500,0.586022
5475.000000,2,74,74,0.897500,0.905209
7300.000000,2,88,88,1.165000,1.026305
9125.000000,2,105,105,1.801000,1.272481
10950.000000,2,95,95,2.414500,1.660442
12775.000000,2,103,103,3.148500,1.801130
14600.000000,2,123,123,3.586500,2.080308
16425.000000,2,111,111,3.598000,2.134168
18250.000000,2,104,104,4.174500,2.573784
20075.000000,2,119,119,4.004500,2.418761
21900.000000,2,129,129,4.972000,2.535632
23725.000000,2,138,138,5.095500,2.583741
25550.000000,2,113,113,5.343500,2.410895
27375.000000,2,114,114,5.748000,1.929600
29200.000000,2,126,126,6.037500,2.155091
31025.000000,2,116,116,6.397000,1.883126
32850.000000,2,114,114,6.332500,1.999736
34675.000000,2,126,126,6.711000,2.003868
36500.000000,2,138,138,6.803500,2.046456
0.000000,3,0,0,0.000000,0.000000
1825.000000,3,68,68,0.570500,0.804583
3650.000000,3,77,77,0.886500,1.083607
5475.000000,3,95,95,1.635000,0.992102
7300.000000,3,95,95,2.396000,1.141856
