b,beta,delta,gamma,kappa,mf_init,ms_init,mu,wf_init,ws_init,xi
1.2416523075924095e-05,33.12,1.0,0.03785142857142858,209.0,160,140,0.023,373,326,0.2
1.2416523075924095e-05,33.12,1.0,0.03785142857142858,406.0,160,140,0.023,373,326,0.4
1.2416523075924095e-05,33.12,1.0,0.03785142857142858,605.0,160,140,0.023,374,326,0.6
1.2416523075924095e-05,33.12,1.0,0.03785142857142858,801.0,160,140,0.023,373,326,0.8
