beta,gamma,h,mag,mf_init,ms_init,mu,rat,w_opt,wf_init,ws_init,xi
524.916625343,0.0950784898418,0.30035315428,15.8489319246,5.0,86.0,0.023,0.158489319246,200.0,11.0,200.0,0.0
1318.53094887,0.238826368562,0.300336879609,39.8107170553,5.0,86.0,0.023,0.158489319246,200.0,11.0,200.0,0.0
3312.0,0.599904714678,0.300330400797,100.0,5.0,86.0,0.023,0.158489319246,200.0,11.0,200.0,0.0
0.3312,0.0001506892513,0.300794027672,0.01,29.0,86.0,0.023,0.398107170553,200.0,67.0,200.0,0.0
0.831936786116,0.000378514285714,0.300667338539,0.0251188643151,19.0,86.0,0.023,0.398107170553,200.0,44.0,200.0,0.0
2.08973072492,0.000950784898418,0.301290716572,0.063095734448,15.0,86.0,0.023,0.398107170553,200.0,35.0,200.0,0.0
5.24916625343,0.00238826368562,0.300604158892,0.158489319246,14.0,86.0,0.023,0.398107170553,200.0,32.0,200.0,0.0
13.1853094887,0.00599904714678,0.300715576204,0.398107170553,13.0,86.0,0.023,0.398107170553,200.0,31.0,200.0,0.0
33.12,0.01506892513,0.300949500125,1.0,13.0,86.0,0.023,0.398107170553,200.0,30.0,200.0,0.0
83.1936786116,0.0378514285714,0.300679202413,2.51188643151,13.0,86.0,0.023,0.398107170553,200.0,30.0,200.0,0.0
208.973072492,0.0950784898418,0.300571667256,6.3095734448,13.0,86.0,0.023,0.398107170553,200.0,30.0,200.0,0.0
524.916625343,0.238826368562,0.300528868189,15.8489319246,13.0,86.0,0.023,0.398107170553,200.0,30.0,200.0,0.0
1318.53094887,0.599904714678,0.300511831388,39.8107170553,13.0,86.0,0.023,0.398107170553,200.0,30.0,200.0,0.0
3312.0,1.506892513,0.300505049202,100.0,13.0,86.0,0.023,0.398107170553,200.0,30.0,200.0,0.0
0.3312,0.000378514285714,0.30108292684,0.01,66.0,86.0,0.023,1.0,200.0,154.0,200.0,0.0
0.831936786116,0.000950784898418,0.300910139173,0.0251188643151,51.0,86.0,0.023,1.0,200.0,118.0,200.0,0.0
2.08973072492,0.00238826368562,0.301174468043,0.063095734448,45.0,86.0,0.023,1.0,200.0,105.0,200.0,0.0
5.24916625343,0.00599904714678,0.301070950517,0.158489319246,43.0,86.0,0.023,1.0,200.0,100.0,200.0,0.0
13.1853094887,0.01506892513,0.301207234947,0.398107170553,42.0,86.0,0.023,1.0,200.0,98.0,200.0,0.0
33.12,0.0378514285714,0.300421747553,1.0,42.0,86.0,0.023,1.0,200.0,98.0,200.0,0.0
83.1936786116,0.0950784898418,0.300815862104,2.51188643151,42.0,86.0,0.023,1.0,200.0,97.0,200.0,0.0
208.973072492,0.238826368562,0.300691458158,6.3095734448,42.0,86.0,0.023,1.0,200.0,97.0,200.0,0.0
524.916625343,0.599904714678,0.300641949173,15.8489319246,42.0,86.0,0.023,1.0,200.0,97.0,200.0,0.0
1318.53094887,1.506892513,0.300622242003,39.8107170553,42.0,86.0,0.023,1.0,200.0,97.0,200.0,0.0
3312.0,3.78514285714,0.300614396867,100.0,42.0,86.0,0.023,1.0,200.0,97.0,200.0,0.0
0.3312,0.000950784898418,0.300650850741,0.01,754.0,86.0,0.023,2.51188643151,200.0,1753.0,200.0,0.0
0.831936786116,0.00238826368562,0.300732499395,0.0251188643151,498.0,86.0,0.023,2.51188643151,200.0,1158.0,200.0,0.0
2.08973072492,0.00599904714678,0.300606471453,0.063095734448,432.0,86.0,0.023,2.51188643151,200.0,1004.0,200.0,0.0
5.24916625343,0.01506892513,0.300571088669,0.158489319246,409.0,86.0,0.023,2.51188643151,200.0,951.0,200.0,0.0
13.1853094887,0.0378514285714,0.300803314142,0.398107170553,400.0,86.0,0.023,2.51188643151,200.0,930.0,200.0,0.0
33.12,0.0950784898418,0.300578409742,1.0,397.0,86.0,0.023,2.51188643151,200.0,923.0,200.0,0.0
83.1936786116,0.238826368562,0.300686214783,2.51188643151,395.0,86.0,0.023,2.51188643151,200.0,920.0,200.0,0.0
208.973072492,0.599904714678,0.300732182455,6.3095734448,395.0,86.0,0.023,2.51188643151,200.0,918.0,200.0,0.0
524.916625343,1.506892513,0.300600928145,15.8489319246,395.0,86.0,0.023,2.51188643151,200.0,918.0,200.0,0.0
1318.53094887,3.78514285714,0.300548701908,39.8107170553,395.0,86.0,0.023,2.51188643151,200.0,918.0,200.0,0.0
3312.0,9.50784898418,0.300527914552,100.0,395.0,86.0,0.023,2.51188643151,200.0,918.0,200.0,0.0
0.3312,0.00238826368562,,0.01,,,0.023,6.3095734448,200.0,,,0.0
0.831936786116,0.00599904714678,,0.0251188643151,,,0.023,6.3095734448,200.0,,,0.0
2.08973072492,0.01506892513,,0.063095734448,,,0.023,6.3095734448,200.0,,,0.0
5.24916625343,0.0378514285714,,0.158489319246,,,0.023,6.3095734448,200.0,,,0.0
13.1853094887,0.0950784898418,,0.398107170553,,,0.023,6.3095734448,200.0,,,0.0
33.12,0.238826368562,,1.0,,,0.023,6.3095734448,200.0,,,0.0
83.1936786116,0.599904714678,,2.51188643151,,,0.023,6.3095734448,200.0,,,0.0
208.973072492,1.506892513,,6.3095734448,,,0.023,6.3095734448,200.0,,,0.0
524.916625343,3.78514285714,,15.8489319246,,,0.023,6.3095734448,200.0,,,0.0
1318.53094887,9.50784898418,,39.8107170553,,,0.023,6.3095734448,200.0,,,0.0
3312.0,23.8826368562,,100.0,,,0.023,6.3095734448,200.0,,,0.0
0.3312,0.00599904714678,,0.01,,,0.023,15.8489319246,200.0,,,0.0
0.831936786116,0.01506892513,,0.0251188643151,,,0.023,15.8489319246,200.0,,,0.0
2.08973072492,0.0378514285714,,0.063095734448,,,0.023,15.8489319246,200.0,,,0.0
5.24916625343,0.0950784898418,,0.158489319246,,,0.023,15.8489319246,200.0,,,0.0
13.1853094887,0.238826368562,,0.398107170553,,,0.023,15.8489319246,200.0,,,0.0
33.12,0.599904714678,,1.0,,,0.023,15.8489319246,200.0,,,0.0
83.1936786116,1.506892513,,2.51188643151,,,0.023,15.8489319246,200.0,,,0.0
208.973072492,3.78514285714,,6.3095734448,,,0.023,15.8489319246,200.0,,,0.0
524.916625343,9.50784898418,,15.8489319246,,,0.023,15.8489319246,200.0,,,0.0
1318.53094887,23.8826368562,,39.8107170553,,,0.023,15.8489319246,200.0,,,0.0
3312.0,59.9904714678,,100.0,,,0.023,15.8489319246,200.0,,,0.0
0.3312,0.01506892513,,0.01,,,0.023,39.8107170553,200.0,,,0.0
0.831936786116,0.0378514285714,,0.0251188643151,,,0.023,39.8107170553,200.0,,,0.0
2.08973072492,0.0950784898418,,0.063095734448,,,0.023,39.8107170553,200.0,,,0.0
5.24916625343,0.238826368562,,0.158489319246,,,0.023,39.8107170553,200.0,,,0.0
13.1853094887,0.599904714678,,0.398107170553,,,0.023,39.8107170553,200.0,,,0.0
33.12,1.506892513,,1.0,,,0.023,39.8107170553,200.0,,,0.0
83.1936786116,3.78514285714,,2.51188643151,,,0.023,39.8107170553,200.0,,,0.0
208.973072492,9.50784898418,,6.3095734448,,,0.023,39.8107170553,200.0,,,0.0
524.916625343,23.8826368562,,15.8489319246,,,0.023,39.8107170553,200.0,,,0.0
1318.53094887,59.9904714678,,39.8107170553,,,0.023,39.8107170553,200.0,,,0.0
3312.0,150.6892513,,100.0,,,0.023,39.8107170553,200.0,,,0.0
0.3312,0.0378514285714,,0.01,,,0.023,100.0,200.0,,,0.0
0.831936786116,0.0950784898418,,0.0251188643151,,,0.023,100.0,200.0,,,0.0
2.08973072492,0.238826368562,,0.063095734448,,,0.023,100.0,200.0,,,0.0
5.24916625343,0.599904714678,,0.158489319246,,,0.023,100.0,200.0,,,0.0
13.1853094887,1.506892513,,0.398107170553,,,0.023,100.0,200.0,,,0.0
33.12,3.78514285714,,1.0,,,0.023,100.0,200.0,,,0.0
83.1936786116,9.50784898418,,2.51188643151,,,0.023,100.0,200.0,,,0.0
208.973072492,23.8826368562,,6.3095734448,,,0.023,100.0,200.0,,,0.0
524.916625343,59.9904714678,,15.8489319246,,,0.023,100.0,200.0,,,0.0
1318.53094887,150.6892513,,39.8107170553,,,0.023,100.0,200.0,,,0.0
3312.0,378.514285714,,100.0,,,0.023,100.0,200.0,,,0.0
