xi,beta,gamma,kappa,b,mu,delta,net_mag,net_rat,h_init,n_target,ws_init,ms_init,wf_init,mf_init
0.0,33.120000000000005,0.03785142857142858,1.0157823914e02,2.0701413488e-04,3.4657359028e-01,1.0,1.0,1.0,0.3,1000,324,139,376,161
