NREPEATS = 1000
replication_rate = 0.018400
mutation_rate = 0.000001
TFinal = 36500.000000
fs = 0.800000
t,rep,n_mutants,n_het_mutants,mean_mutn_indiv,std_mutn_indiv
18250.000000,5,54,54,5.246000,1.466163
20075.000000,5,53,53,4.733000,1.471012
21900.000000,5,57,57,4.543000,1.656168
23725.000000,5,73,73,4.838000,1.611320
25550.000000,5,61,61,5.339000,1.897809
27375.000000,5,72,72,5.946000,1.829325
29200.000000,5,49,49,6.611000,1.996914
31025.000000,5,51,51,7.845000,1.723934
32850.000000,5,54,51,8.214000,0.850251
34675.000000,5,62,59,8.135000,0.842309
36500.000000,5,52,49,8.502000,0.818942
0.000000,6,0,0,0.000000,0.000000
1825.000000,6,26,26,0.232000,0.498422
3650.000000,6,39,39,0.526000,0.834278
5475.000000,6,41,41,0.779000,1.011525
7300.000000,6,40,40,0.957000,0.878591
9125.000000,6,47,47,1.074000,1.156660
10950.000000,6,44,44,1.388000,1.169968
12775.000000,6,39,39,2.353000,1.526014
14600.000000,6,48,48,2.392000,1.392219
16425.000000,6,51,51,2.192000,1.498460
18250.000000,6,62,62,2.805000,1.723353
20075.000000,6,59,59,4.542000,1.690886
21900.000000,6,61,61,4.883000,1.749964
23725.000000,6,61,61,5.530000,2.186751
25550.000000,6,46,46,5.938000,2.437231
27375.000000,6,53,53,6.021000,2.599099
29200.000000,6,55,55,5.871000,2.904961
31025.000000,6,55,55,6.125000,3.159012
32850.000000,6,76,76,7.822000,3.230286
34675.000000,6,66,66,7.901000,3.212089
36500.000000,6,67,67,8.489000,3.518275
0.000000,7,0,0,0.000000,0.000000
1825.000000,7,25,25,0.264000,0.452226
3650.000000,7,44,44,0.996000,0.868757
5475.000000,7,46,46,1.086000,0.903006
7300.000000,7,54,54,1.589000,1.214724
9125.000000,7,47,47,0.981000,1.079724
10950.000000,7,43,43,1.485000,1.221174
12775.000000,7,51,51,1.745000,1.475178
14600.000000,7,58,58,2.787000,1.923364
16425.000000,7,61,61,3.128000,1.755191
18250.000000,7,57,57,3.946000,1.690545
20075.000000,7,69,69,4.328000,1.530607
21900.000000,7,62,62,4.449000,1.936272
23725.000000,7,72,72,5.169000,2.651314
25550.000000,7,79,79,4.406000,3.102384
27375.000000,7,64,64,5.035000,3.072005
29200.000000,7,52,52,6.336000,3.373201
31025.000000,7,58,58,6.981000,3.063335
32850.000000,7,63,63,7.056000,2.953911
34675.000000,7,63,63,8.062000,2.444613
36500.000000,7,68,68,8.377000,2.358906
0.000000,8,0,0,0.000000,0.000000
1825.000000,8,23,23,0.339000,0.665223
3650.000000,8,44,44,0.651000,0.883164
5475.000000,8,46,46,0.915000,1.137132
7300.000000,8,34,34,0.783000,1.307525
9125.000000,8,44,44,1.201000,1.387272
10950.000000,8,48,48,1.463000,1.393762
12775.000000,8,46,46,1.390000,1.356370
14600.000000,8,48,48,1.657000,1.673365
16425.000000,8,57,57,2.195000,1.627767
18250.000000,8,63,63,2.256000,1.559775
20075.000000,8,54,54,2.500000,2.041119
21900.000000,8,47,47,3.026000,1.957334
23725.000000,8,60,60,3.718000,1.863316
25550.000000,8,54,54,3.472000,2.208188
27375.000000,8,47,47,3.524000,1.689461
29200.000000,8,60,60,3.838000,1.542120
31025.000000,8,57,57,3.626000,1.660989
32850.000000,8,61,61,3.808000,1.672703
34675.000000,8,62,62,3.924000,2.390803
36500.000000,8,70,70,4.181000,2.113458
0.000000,9,0,0,0.000000,0.000000
1825.000000,9,39,39,0.347000,0.573515
3650.000000,9,44,44,0.653000,0.904106
5475.000000,9,45,45,0.880000,1.148442
7300.000000,9,54,54,1.597000,1.608471
9125.000000,9,51,51,1.749000,1.652492
10950.000000,9,40,40,1.994000,1.236727
12775.000000,9,64,64,2.294000,1.368004
14600.000000,9,58,58,2.176000,1.299505
16425.000000,9,54,54,2.334000,1.240961
18250.000000,9,43,43,2.060000,1.098001
20075.000000,9,35,35,2.035000,0.999387
21900.000000,9,44,44,2.275000,0.977922
23725.000000,9,43,43,1.978000,0.777252
25550.000000,9,35,35,2.015000,0.849409
27375.000000,9,48,48,2.379000,0.732048
29200.000000,9,54,54,2.971000,0.684564
31025.000000,9,49,49,3.466000,0.719278
32850.000000,9,45,45,4.073000,0.649687
34675.000000,9,42,42,4.348000,0.716526
36500.000000,9,58,58,4.833000,1.099236
0.000000,10,0,0,0.000000,0.000000
1825.000000,10,37,37,0.561000,0.651693
3650.000000,10,49,49,0.973000,0.969129
5475.000000,10,46,46,1.065000,0.918487
7300.000000,10,52,52,1.505000,0.987396
9125.000000,10,57,57,1.590000,0.941694
10950.000000,10,49,49,2.160000,1.455513
12775.000000,10,68,68,2.098000,1.380689
14600.000000,10,45,45,1.934000,1.378965
16425.000000,10,40,40,2.520000,1.653582
18250.000000,10,57,57,3.800000,2.361690
20075.000000,10,59,59,3.442000,2.173790
21900.000000,10,65,65,4.213000,2.488337
23725.000000,10,61,61,4.625000,2.294262
25550.000000,10,66,66,5.406000,2.526172
27375.000000,10,77,77,6.216000,2.701971
29200.000000,10,69,69,7.371000,2.430899
31025.000000,10,75,75,7.763000,2.745245
32850.000000,10,60,60,8.143000,2.633531
34675.000000,10,64,64,8.384000,2.479656
36500.000000,10,65,65,8.626000,2.764374
0.000000,11,0,0,0.000000,0.000000
1825.000000,11,28,28,0.186000,0.426129
3650.000000,11,31,31,0.311000,0.488383
5475.000000,11,47,47,0.573000,0.793285
7300.000000,11,49,49,0.946000,0.870541
9125.000000,11,49,49,1.317000,0.864441
10950.000000,11,55,55,2.040000,0.999700
12775.000000,11,45,45,1.607000,1.287715
14600.000000,11,59,59,2.263000,1.302892
16425.000000,11,61,61,2.837000,1.602185
18250.000000,11,58,58,3.383000,1.433306
20075.000000,11,68,68,4.486000,1.351159
21900.000000,11,61,61,4.887000,1.128497
23725.000000,11,47,47,5.469000,1.304891
25550.000000,11,50,50,5.771000,1.620242
27375.000000,11,64,64,5.612000,1.860892
29200.000000,11,69,69,5.563000,1.727720
31025.000000,11,61,61,5.841000,1.825665
32850.000000,11,69,69,7.552000,1.743656
34675.000000,11,61,61,7.924000,1.582633
36500.000000,11,73,73,8.005000,1.817217
0.000000,12,0,0,0.000000,0.000000
1825.000000,12,37,37,0.255000,0.586787
3650.000000,12,43,43,0.648000,1.040759
5475.000000,12,51,51,1.145000,1.176163
7300.000000,12,49,49,1.339000,1.152131
9125.000000,12,43,43,1.249000,0.975680
10950.000000,12,39,39,1.653000,1.349968
12775.000000,12,52,52,2.254000,1.821758
14600.000000,12,55,55,2.342000,1.354574
16425.000000,12,51,51,2.717000,1.347860
18250.000000,12,51,51,3.083000,1.660382
20075.000000,12,55,55,4.263000,1.729399
21900.000000,12,57,57,4.785000,1.713976
23725.000000,12,61,61,5.300000,1.974309
25550.000000,12,54,54,6.817000,1.783449
27375.000000,12,61,61,7.259000,2.170860
29200.000000,12,61,60,7.714000,1.961645
31025.000000,12,54,53,8.535000,1.870367
32850.000000,12,60,59,7.873000,1.734324
34675.000000,12,67,66,8.013000,1.886900
36500.000000,12,70,69,8.458000,2.119606
0.000000,13,0,0,0.000000,0.000000
1825.000000,13,32,32,0.232000,0.484159
3650.000000,13,31,31,0.366000,0.621635
5475.000000,13,39,39,0.423000,0.680098
7300.000000,13,34,34,0.574000,0.725983
9125.000000,13,29,29,0.569000,0.766699
10950.000000,13,43,43,0.486000,0.718554
12775.000000,13,48,48,0.992000,1.085871
14600.000000,13,50,50,1.973000,0.966025
16425.000000,13,51,51,1.718000,1.009701
18250.000000,13,39,39,1.851000,0.915225
20075.000000,13,51,51,2.476000,1.186099
21900.000000,13,51,51,3.040000,1.071236
23725.000000,13,53,53,3.388000,1.082880
25550.000000,13,59,59,3.562000,1.090571
27375.000000,13,49,49,3.707000,1.228275
29200.000000,13,52,52,4.263000,1.760378
31025.000000,13,60,60,4.394000,1.810536
32850.000000,13,57,57,4.614000,1.915900
34675.000000,13,55,55,4.825000,1.834596
36500.000000,13,44,44,5.071000,1.651268
0.000000,14,0,0,0.000000,0.000000
1825.000000,14,33,33,0.319000,0.568826
3650.000000,14,46,46,0.808000,1.013984
5475.000000,14,38,38,0.770000,0.948683
7300.000000,14,44,44,0.772000,0.981315
9125.000000,14,32,32,0.991000,1.057373
10950.000000,14,45,45,1.600000,1.477221
12775.000000,14,56,56,2.117000,1.432258
14600.000000,14,44,44,2.425000,1.418586
16425.000000,14,40,40,2.899000,1.634463
18250.000000,14,48,48,2.793000,1.850290
20075.000000,14,53,53,2.104000,1.608655
21900.000000,14,53,53,2.590000,1.836102
23725.000000,14,65,65,2.535000,1.537901
25550.000000,14,56,56,2.756000,1.605940
27375.000000,14,56,56,3.409000,1.677060
29200.000000,14,50,50,4.200000,1.555126
31025.000000,14,48,48,4.699000,1.259359
32850.000000,14,63,63,5.534000,0.982756
34675.000000,14,41,38,5.763000,0.903132
36500.000000,14,49,46,6.048000,0.898055
0.000000,15,0,0,0.000000,0.000000
1825.000000,15,35,35,0.300000,0.590210
3650.000000,15,44,44,0.820000,0.791345
5475.000000,15,43,43,1.112000,0.864988
7300.000000,15,46,46,1.343000,1.250966
9125.000000,15,59,59,2.234000,1.428736
10950.000000,15,63,63,2.567000,1.081055
12775.000000,15,66,66,2.810000,1.206381
14600.000000,15,60,60,3.090000,1.218764
16425.000000,15,64,64,3.485000,1.353369
18250.000000,15,60,60,4.130000,1.267559
20075.000000,15,65,65,4.302000,1.338876
21900.000000,15,55,55,3.793000,1.480656
23725.000000,15,64,64,5.302000,1.326860
25550.000000,15,55,55,4.619000,1.682459
27375.000000,15,62,62,4.800000,1.602675
29200.000000,15,66,66,5.643000,1.452467
31025.000000,15,63,63,6.162000,1.534311
32850.000000,15,68,68,6.705000,1.397114
34675.000000,15,77,77,6.929000,1.560254
36500.000000,15,70,70,7.225000,1.506866
0.000000,16,0,0,0.000000,0.000000
1825.000000,16,36,36,0.262000,0.479151
3650.000000,16,35,35,0.497000,0.706038
5475.000000,16,43,43,1.094000,1.190202
7300.000000,16,46,46,2.073000,1.654814
9125.000000,16,51,51,2.338000,1.838787
10950.000000,16,59,59,2.580000,1.805785
12775.000000,16,57,57,2.317000,1.349197
14600.000000,16,51,51,2.274000,1.467337
16425.000000,16,56,56,2.730000,1.751047
18250.000000,16,60,60,2.987000,1.851556
20075.000000,16,69,69,3.908000,2.075052
21900.000000,16,55,55,4.059000,2.088032
23725.000000,16,62,62,5.274000,2.289578
25550.000000,16,62,62,5.208000,2.759411
27375.000000,16,63,63,6.051000,2.718048
29200.000000,16,55,55,6.115000,2.762862
31025.000000,16,56,56,6.300000,2.729735
32850.000000,16,64,64,5.855000,2.837257
34675.000000,16,54,54,6.217000,3.024079
36500.000000,16,64,64,7.064000,2.873005
0.000000,17,0,0,0.000000,0.000000
1825.000000,17,38,38,0.417000,0.658441
3650.000000,17,45,45,0.781000,0.868212
5475.000000,17,33,33,0.818000,0.839989
7300.000000,17,49,49,0.974000,1.047101
9125.000000,17,38,38,0.753000,0.948098
10950.000000,17,45,45,1.077000,0.976742
12775.000000,17,61,61,1.565000,1.311295
14600.000000,17,53,53,2.609000,1.535082
16425.000000,17,56,56,3.614000,1.806174
18250.000000,17,57,57,3.416000,1.579062
20075.000000,17,72,72,4.665000,1.958216
21900.000000,17,64,64,4.863000,2.052424
23725.000000,17,76,76,4.884000,1.733652
25550.000000,17,60,60,5.578000,1.870672
27375.000000,17,60,60,6.394000,1.539849
29200.000000,17,58,58,6.106000,1.799445
31025.000000,17,60,60,5.635000,1.931193
32850.000000,17,52,52,4.849000,1.257689
34675.000000,17,75,75,5.181000,1.362386
36500.000000,17,53,53,6.032000,1.833122
0.000000,18,0,0,0.000000,0.000000
1825.000000,18,29,29,0.263000,0.606794
3650.000000,18,51,51,1.057000,1.158055
5475.000000,18,42,42,1.293000,1.288725
7300.000000,18,60,60,1.897000,1.458258
9125.000000,18,58,58,1.952000,1.372436
10950.000000,18,40,40,1.993000,1.827099
12775.000000,18,58,58,1.954000,1.821319
14600.000000,18,48,48,1.709000,1.815934
16425.000000,18,63,63,2.490000,1.723041
18250.000000,18,52,52,2.870000,1.839153
20075.000000,18,59,59,4.029000,1.831806
21900.000000,18,54,54,4.068000,1.899733
23725.000000,18,62,62,4.842000,1.918519
25550.000000,18,70,70,5.352000,1.631796
27375.000000,18,77,77,5.547000,1.588179
29200.000000,18,76,76,5.740000,1.763380
31025.000000,18,77,77,5.628000,1.414785
32850.000000,18,81,81,6.000000,1.024231
34675.000000,18,87,87,6.201000,1.116174
36500.000000,18,83,83,6.501000,1.036858
0.000000,19,0,0,0.000000,0.000000
1825.000000,19,30,30,0.205000,0.420894
3650.000000,19,37,37,0.547000,0.663499
5475.000000,19,53,53,0.884000,0.978520
7300.000000,19,47,47,1.280000,1.277197
9125.000000,19,49,49,1.021000,1.167871
10950.000000,19,58,58,1.207000,1.245674
12775.000000,19,50,50,1.647000,1.484788
14600.000000,19,42,42,1.844000,1.152820
16425.000000,19,45,45,2.068000,1.133429
18250.000000,19,53,53,2.996000,1.278131
20075.000000,19,62,62,4.110000,1.263129
21900.000000,19,60,60,4.411000,1.405722
23725.000000,19,70,70,4.935000,1.478161
25550.000000,19,69,69,5.236000,1.637983
27375.000000,19,73,73,5.124000,1.696910
29200.000000,19,69,69,5.302000,1.930420
31025.000000,19,71,71,5.806000,1.898412
32850.000000,19,76,76,6.046000,2.004470
34675.000000,19,76,76,6.165000,2.454751
36500.000000,19,58,58,5.913000,2.572557
0.000000,20,0,0,0.000000,0.000000
1825.000000,20,25,25,0.287000,0.484630
3650.000000,20,39,39,0.786000,0.684597
5475.000000,20,46,46,1.552000,0.938177
7300.000000,20,69,69,2.775000,1.467832
9125.000000,20,49,49,3.023000,1.362471
10950.000000,20,68,68,3.424000,1.504822
12775.000000,20,63,63,3.693000,2.120200
14600.000000,20,53,53,3.536000,2.497387
16425.000000,20,68,68,4.135000,2.103140
18250.000000,20,63,63,4.304000,2.232166
20075.000000,20,64,64,5.676000,1.903851
21900.000000,20,63,63,6.588000,1.386426
23725.000000,20,68,68,7.000000,1.689632
25550.000000,20,77,77,7.146000,2.083993
27375.000000,20,73,73,7.567000,2.258897
29200.000000,20,89,89,7.605000,2.301798
31025.000000,20,78,78,7.195000,2.274676
32850.000000,20,80,80,7.849000,2.488854
34675.000000,20,73,73,7.668000,1.691933
36500.000000,20,57,57,7.552000,1.667956
0.000000,21,0,0,0.000000,0.000000
1825.000000,21,26,26,0.131000,0.368748
3650.000000,21,36,36,0.529000,0.625740
5475.000000,21,39,39,0.524000,0.599820
7300.000000,21,42,42,0.527000,0.761479
9125.000000,21,45,45,0.747000,0.843625
10950.000000,21,40,40,0.886000,1.029594
12775.000000,21,43,43,1.413000,1.267295
14600.000000,21,55,55,1.805000,1.727993
16425.000000,21,43,43,0.922000,1.127469
18250.000000,21,54,54,1.362000,0.986879
20075.000000,21,43,43,1.881000,1.200116
21900.000000,21,68,68,2.244000,1.356578
23725.000000,21,56,56,2.134000,1.184672
25550.000000,21,37,37,2.762000,1.042325
27375.000000,21,42,42,3.124000,1.286187
29200.000000,21,53,53,3.686000,1.372329
31025.000000,21,72,72,4.785000,1.172241
32850.000000,21,58,58,5.485000,1.549250
34675.000000,21,50,50,5.196000,1.456608
36500.000000,21,59,59,5.060000,1.025403
0.000000,22,0,0,0.000000,0.000000
1825.000000,22,27,27,0.230000,0.541658
3650.000000,22,26,26,0.344000,0.556753
5475.000000,22,43,43,0.754000,0.980023
7300.000000,22,37,37,0.764000,1.091556
9125.000000,22,48,48,1.449000,1.258166
10950.000000,22,38,38,1.068000,1.176759
12775.000000,22,49,49,1.406000,1.183455
14600.000000,22,51,51,1.930000,1.053665
16425.000000,22,56,56,2.826000,1.115782
18250.000000,22,63,63,3.440000,1.629434
20075.000000,22,69,69,3.745000,1.608279
21900.000000,22,61,61,4.114000,1.627161
23725.000000,22,62,62,4.563000,1.821359
25550.000000,22,68,68,4.761000,1.931738
27375.000000,22,69,69,4.649000,1.878118
29200.000000,22,68,68,4.936000,1.767775
31025.000000,22,60,60,5.269000,1.408056
32850.000000,22,63,63,5.600000,1.566031
34675.000000,22,58,58,5.730000,1.166388
36500.000000,22,58,58,6.139000,1.504640
0.000000,23,0,0,0.000000,0.000000
1825.000000,23,37,37,0.450000,0.734874
3650.000000,23,46,46,0.677000,0.890766
5475.000000,23,46,46,1.073000,0.920064
7300.000000,23,37,37,1.311000,0.981449
9125.000000,23,38,38,1.047000,1.083497
10950.000000,23,41,41,1.022000,0.891241
12775.000000,23,43,43,1.289000,0.943594
14600.000000,23,45,45,1.290000,0.755295
16425.000000,23,44,44,1.932000,0.949883
18250.000000,23,53,53,2.875000,1.843576
20075.000000,23,55,55,3.005000,2.069120
21900.000000,23,59,59,2.802000,1.882642
23725.000000,23,62,62,2.886000,1.867751
25550.000000,23,63,63,3.776000,2.022848
27375.000000,23,61,61,3.981000,1.942785
29200.000000,23,63,63,4.093000,2.087273
31025.000000,23,81,81,4.314000,2.221788
32850.000000,23,70,70,4.483000,1.869547
34675.000000,23,79,79,4.630000,1.344957
36500.000000,23,65,65,4.875000,1.526337
0.000000,24,0,0,0.000000,0.000000
1825.000000,24,28,28,0.349000,0.532431
3650.000000,24,48,48,0.876000,0.904125
5475.000000,24,44,44,0.918000,0.901159
7300.000000,24,40,40,1.442000,1.163611
9125.000000,24,55,55,1.704000,1.107073
10950.000000,24,52,52,2.052000,1.128969
12775.000000,24,52,52,2.696000,0.949993
14600.000000,24,64,64,3.038000,1.204162
16425.000000,24,50,50,3.347000,1.250662
18250.000000,24,50,50,3.346000,1.422782
20075.000000,24,50,50,2.873000,1.334411
21900.000000,24,54,54,3.083000,1.222950
23725.000000,24,69,69,3.613000,1.406844
25550.000000,24,48,48,3.895000,1.513362
27375.000000,24,45,45,3.742000,1.019056
29200.000000,24,54,54,4.309000,1.389766
31025.000000,24,57,57,5.483000,1.869547
32850.000000,24,64,64,5.311000,2.010055
34675.000000,24,77,77,6.462000,2.834182
36500.000000,24,59,59,6.680000,3.149845
0.000000,25,0,0,0.000000,0.000000
1825.000000,25,32,32,0.162000,0.402390
3650.000000,25,43,43,0.483000,0.666450
5475.000000,25,51,51,1.070000,0.896607
7300.000000,25,53,53,1.536000,1.248304
9125.000000,25,51,51,1.724000,1.047340
10950.000000,25,59,59,2.370000,1.349415
12775.000000,25,65,65,3.223000,1.254929
14600.000000,25,58,58,3.316000,1.474557
16425.000000,25,58,58,4.276000,1.322714
18250.000000,25,56,56,4.619000,1.596994
20075.000000,25,64,64,5.021000,1.410868
21900.000000,25,66,66,5.337000,1.161370
23725.000000,25,64,64,5.867000,1.099327
25550.000000,25,70,70,6.413000,1.052397
27375.000000,25,62,62,7.096000,1.215015
29200.000000,25,66,66,7.783000,1.299076
31025.000000,25,68,68,7.943000,1.610697
32850.000000,25,73,73,8.077000,2.282165
34675.000000,25,70,70,8.981000,3.135039
36500.000000,25,67,62,9.036000,3.030823
0.000000,26,0,0,0.000000,0.000000
1825.000000,26,31,31,0.482000,0.634096
3650.000000,26,46,46,0.632000,0.870249
5475.000000,26,50,50,1.199000,0.991152
7300.000000,26,46,46,1.461000,1.269681
9125.000000,26,40,40,1.743000,0.939060
10950.000000,26,55,55,1.908000,1.135264
12775.000000,26,55,55,2.676000,1.174054
14600.000000,26,52,52,3.252000,1.102593
16425.000000,26,62,62,3.204000,1.258558
18250.000000,26,45,45,3.291000,1.500857
20075.000000,26,59,59,3.372000,1.231720
21900.000000,26,55,55,4.141000,1.479631
23725.000000,26,58,58,3.850000,1.295831
25550.000000,26,65,65,4.776000,1.299043
27375.000000,26,65,65,5.100000,1.296025
29200.000000,26,69,69,5.537000,1.093539
31025.000000,26,67,67,6.282000,1.322961
32850.000000,26,74,74,6.308000,1.284050
34675.000000,26,80,80,6.303000,1.287186
36500.000000,26,72,72,6.339000,1.317503
0.000000,27,0,0,0.000000,0.000000
1825.000000,27,35,35,0.294000,0.574364
3650.000000,27,39,39,0.501000,0.743338
5475.000000,27,48,48,1.236000,1.202393
7300.000000,27,46,46,1.790000,1.454653
9125.000000,27,51,51,2.434000,1.555656
10950.000000,27,61,61,2.681000,2.243272
12775.000000,27,52,52,1.737000,1.822403
14600.000000,27,52,52,2.560000,1.407971
16425.000000,27,53,53,3.531000,1.871508
18250.000000,27,59,59,3.139000,1.936861
20075.000000,27,63,63,3.511000,2.029285
21900.000000,27,42,42,2.908000,2.015837
23725.000000,27,46,46,3.564000,2.026823
25550.000000,27,55,55,3.367000,2.285943
27375.000000,27,65,65,2.022000,1.824512
29200.000000,27,41,41,1.178000,0.756894
31025.000000,27,43,43,1.681000,1.117357
32850.000000,27,41,41,1.913000,1.167388
34675.000000,27,47,47,1.781000,1.122631
36500.000000,27,49,49,2.015000,1.136691
0.000000,28,0,0,0.000000,0.000000
1825.000000,28,40,40,0.516000,0.652817
3650.000000,28,40,40,0.848000,0.842381
5475.000000,28,41,41,1.225000,0.871283
7300.000000,28,62,62,1.608000,1.502196
9125.000000,28,53,53,2.023000,1.520784
10950.000000,28,51,51,2.503000,1.691405
12775.000000,28,50,50,2.662000,1.777897
14600.000000,28,43,43,2.328000,1.442393
16425.000000,28,43,43,2.456000,1.334858
18250.000000,28,43,43,3.091000,1.265828
20075.000000,28,44,44,3.236000,1.179702
21900.000000,28,42,42,3.419000,0.992181
23725.000000,28,47,47,3.758000,1.139620
25550.000000,28,58,58,3.743000,0.946492
27375.000000,28,61,61,3.831000,1.124145
29200.000000,28,64,64,4.137000,1.046578
31025.000000,28,57,57,4.357000,1.204575
32850.000000,28,52,52,4.754000,0.819851
34675.000000,28,54,54,5.424000,1.306879
36500.000000,28,50,50,5.469000,1.311014
0.000000,29,0,0,0.000000,0.000000
1825.000000,29,39,39,0.437000,0.567762
3650.000000,29,47,47,0.821000,0.875057
5475.000000,29,49,49,1.097000,0.901334
7300.000000,29,45,45,1.398000,1.238196
9125.000000,29,53,53,1.523000,1.040458
10950.000000,29,50,50,1.641000,1.132874
12775.000000,29,55,55,1.903000,1.129100
14600.000000,29,44,44,1.998000,1.131935
16425.000000,29,47,47,2.120000,1.470293
18250.000000,29,44,44,2.188000,1.025528
20075.000000,29,62,62,2.714000,1.010557
21900.000000,29,59,59,2.900000,1.117698
23725.000000,29,60,60,3.552000,1.150052
25550.000000,29,64,64,3.622000,1.036431
27375.000000,29,61,61,3.900000,1.096906
29200.000000,29,51,51,4.601000,1.485263
31025.000000,29,50,50,5.072000,1.572669
32850.000000,29,58,58,5.497000,1.757008
