xi,beta,gamma,kappa,b,mu,delta,net_mag,net_rat,h_init,n_target,ws_init,ms_init,wf_init,mf_init
0.0,33.120000000000005,0.03785142857142858,11.662903457629223,1.2416523075924095e-05,0.023,1.0,1.0,1.0,0.3,1000,326,140,373,160
