,t,ws,wf,ms,mf
0,0.0,350.0,350.0,150.0,150.0
1,1.0,640.1135003,45.1898559116,274.334357271,19.367081105
2,2.0,627.813211966,43.4111387904,269.062805128,18.6047737672
3,3.0,616.000706934,41.7388107781,264.000302972,17.888061762
4,4.0,604.658493942,40.1659979159,259.139354547,17.2139991068
5,5.0,593.769511645,38.6862863493,254.472647848,16.5798370068
6,6.0,583.317219674,37.2936877881,249.993094146,15.983009052
7,7.0,573.285549349,35.9826173842,245.693806864,15.4211217361
8,8.0,563.658886191,34.7478889058,241.568094082,14.8919523882
9,9.0,554.422111321,33.5846386138,237.60947628,14.3934165487
10,10.0,545.560545107,32.4883590011,233.811662189,13.923582429
11,10.0,545.560545107,32.4883590011,233.811662189,13.923582429
12,11.0,537.0599977,31.4548212718,230.168570443,13.4806376879
13,12.0,528.906707549,30.4800974457,226.674303235,13.0628989053
14,13.0,521.08736629,29.5605194855,223.323156982,12.6687940652
15,14.0,513.589107876,28.6926620223,220.109617661,12.2968551524
16,15.0,506.399487388,27.873335372,217.028351738,11.9457151594
17,16.0,499.506491301,27.0995529059,214.074210558,11.6140941028
18,17.0,492.898508654,26.3685338257,211.242217994,11.3008002113
19,18.0,486.564330621,25.6776820699,208.527570266,11.0047208869
20,19.0,480.493150675,25.0245652612,205.925636004,10.7248136833
21,20.0,474.67453211,24.406919264,203.431942333,10.4601082555
22,20.0,474.67453211,24.406919264,203.431942333,10.4601082555
23,21.0,469.09842443,23.8226199215,201.042181898,10.2096942523
24,22.0,463.755130737,23.2696904506,198.752198886,9.9727244796
25,23.0,458.635304746,22.7462808135,196.557987748,9.74840606307
26,24.0,453.729957255,22.2506538208,194.455695967,9.53599449465
27,25.0,449.030421155,21.7811892054,192.441609066,9.33479537382
28,26.0,444.52835417,21.3363717205,190.512151788,9.14415930844
29,27.0,440.21573035,20.9147765332,188.663884436,8.96347565705
30,28.0,436.084825342,20.5150773161,186.893496575,8.79217599244
31,29.0,432.128209364,20.1360254082,185.197804013,8.62972517477
32,30.0,428.338739796,19.7764509905,183.573745627,8.4756218534
33,30.0,428.338739796,19.7764509905,183.573745627,8.4756218534
34,31.0,424.70954361,19.4352627819,182.018375833,8.32939833526
35,32.0,421.234025868,19.1114244383,180.528868228,8.19061047505
36,33.0,417.905822623,18.803990294,179.10249541,8.05885298312
37,34.0,414.718856377,18.5120356768,177.736652733,7.93372957592
38,35.0,411.667260418,18.2347193688,176.428825894,7.81487972951
39,36.0,408.745413445,17.9712401121,175.176605762,7.70196004825
40,37.0,405.94791034,17.720850616,173.97767586,7.594650264
41,38.0,403.269562666,17.4828428919,172.829812571,7.49264695367
42,39.0,400.705393123,17.2565536268,171.730882767,7.3956658401
43,40.0,398.250620512,17.0413598566,170.678837362,7.30343993855
44,40.0,398.250620512,17.0413598566,170.678837362,7.30343993855
45,41.0,395.900659866,16.8366730894,169.671711371,7.21571703829
46,42.0,393.651109042,16.6419397625,168.707618161,7.13225989818
47,43.0,391.497746045,16.4566383367,167.784748305,7.05284500143
48,44.0,389.436520265,16.2802782166,166.901365828,6.9772620928
49,45.0,387.463546908,16.112395127,166.055805818,6.90531219735
50,46.0,385.575092045,15.9525593727,165.24646802,6.8368111594
51,47.0,383.767597529,15.8003434327,164.471827512,6.77157575683
52,48.0,382.03762474,15.6553720229,163.730410602,6.70944515307
53,49.0,380.381892947,15.5172720483,163.020811263,6.65025944924
54,50.0,378.797251994,15.3856983446,162.341679426,6.59387071888
55,50.0,378.797251994,15.3856983446,162.341679426,6.59387071888
56,51.0,377.280682998,15.2603224949,161.691721285,6.54013821163
57,52.0,375.829292514,15.1408356081,161.069696792,6.48892954595
58,53.0,374.440307645,15.0269439148,160.474417562,6.44011882042
59,54.0,373.111071163,14.9183706218,159.904744784,6.39358740946
60,55.0,371.839037692,14.8148525016,159.359587582,6.34922250087
61,56.0,370.621767286,14.716141022,158.837900266,6.30691758065
62,57.0,369.456918931,14.6220040807,158.338679541,6.26657317789
63,58.0,368.342257285,14.532214948,157.860967408,6.22809212071
64,59.0,367.275634408,14.4465653407,157.403843317,6.19138514616
65,60.0,366.254997267,14.3648536092,156.966427401,6.15636583213
66,60.0,366.254997267,14.3648536092,156.966427401,6.15636583213
67,61.0,365.2783749,14.286892043,156.547874957,6.12295373225
68,62.0,364.343881794,14.212501061,156.147377912,6.09107188323
69,63.0,363.449714234,14.1415087231,155.764163243,6.06064659575
70,64.0,362.594143553,14.0737518849,155.397490095,6.03160795016
71,65.0,361.775509606,14.0090813157,155.046646974,6.00389199257
72,66.0,360.992230763,13.9473465657,154.710956042,5.97743424231
73,67.0,360.242785273,13.8884127131,154.389765117,5.95217687742
74,68.0,359.525721923,13.8321451884,154.082452253,5.9280622238
75,69.0,358.839647554,13.7784201796,153.78842038,5.90503721976
76,70.0,358.183228918,13.7271192095,153.507098108,5.88305108949
77,70.0,358.183228918,13.7271192095,153.507098108,5.88305108949
78,71.0,357.555189705,13.6781295008,153.237938445,5.86205550001
79,72.0,356.954307396,13.6313444095,152.980417455,5.84200474706
80,73.0,356.37941481,13.5866596873,152.734034918,5.82285415175
81,74.0,355.829389863,13.5439805438,152.498309941,5.80456309083
82,75.0,355.303164734,13.5032108655,152.272784886,5.78709037094
83,76.0,354.799708805,13.4642670136,152.057018059,5.77040014902
84,77.0,354.318044317,13.4270615581,151.850590422,5.75445495325
85,78.0,353.857228506,13.3915170454,151.653097932,5.73922159039
86,79.0,353.416361011,13.3575584328,151.464154719,5.72466789967
87,80.0,352.994583592,13.3251108527,151.283392968,5.71076179367
88,80.0,352.994583592,13.3251108527,151.283392968,5.71076179367
89,81.0,352.591068545,13.2941088445,151.110457947,5.69747521955
90,82.0,352.205031241,13.2644827766,150.945013389,5.68477833322
91,83.0,351.835715935,13.2361709608,150.786735401,5.67264469724
92,84.0,351.482397586,13.2091166754,150.635313251,5.66105000373
93,85.0,351.144385577,13.183262262,150.490450961,5.6499695415
94,86.0,350.821021193,13.1585507459,150.351866225,5.63937889141
95,87.0,350.511668925,13.1349328631,150.219286682,5.62925694143
96,88.0,350.215722826,13.1123594096,150.092452639,5.61958260418
97,89.0,349.932603715,13.0907828282,149.971115878,5.61033549769
98,90.0,349.661755391,13.0701597167,149.855038024,5.60149702162
99,90.0,349.661755391,13.0701597167,149.855038024,5.60149702162
100,91.0,349.402649456,13.0504448562,149.743992624,5.59304779521
101,92.0,349.15477507,13.0316004074,149.637760745,5.58497160302
102,93.0,348.917647606,13.0135860489,149.536134688,5.57725116378
103,94.0,348.690801177,12.9963653116,149.43891479,5.5698708481
104,95.0,348.473791132,12.9799024191,149.345910485,5.56281532308
105,96.0,348.266193561,12.9641617607,149.256940097,5.55606932606
106,97.0,348.067597489,12.9491143133,149.171827495,5.54962042009
107,98.0,347.877615545,12.9347270611,149.090406662,5.54345445452
108,99.0,347.695872216,12.920972919,149.012516664,5.53755982249
109,100.0,347.522012012,12.9078225216,148.938005148,5.53192393821
110,100.0,347.522012012,12.9078225216,148.938005148,5.53192393821
111,101.0,347.355694706,12.8952477437,148.866726303,5.52653474737
112,102.0,347.196593064,12.8832235543,148.798539885,5.52138152263
113,103.0,347.044390822,12.8717291285,148.733310352,5.51645534072
114,104.0,346.898792725,12.8607373558,148.670911168,5.51174458109
115,105.0,346.759511532,12.8502269858,148.611219228,5.50724013687
116,106.0,346.626273407,12.8401768692,148.554117174,5.50293294415
117,107.0,346.498815746,12.8305672347,148.499492462,5.49881452974
118,108.0,346.376890467,12.8213762754,148.447238772,5.4948755467
119,109.0,346.2602556,12.8125875889,148.3972524,5.4911089664
120,110.0,346.148680984,12.804184288,148.349434707,5.48750755193
121,110.0,346.148680984,12.804184288,148.349434707,5.48750755193
122,111.0,346.041948192,12.7961483774,148.303692082,5.48406359042
123,112.0,345.939847663,12.788463287,148.259934713,5.48076998025
