,t,ws,wf,ms,mf
0,0.0,350.0,350.0,150.0,150.0
1,1.0,224.386594874,469.390208757,96.1656835175,201.167232324
2,2.0,189.989013836,499.301363323,81.4238630724,213.986298567
3,3.0,180.350966836,504.995290635,77.2932715011,216.426553129
4,4.0,177.489680369,504.127805167,76.0670058726,216.054773643
5,5.0,176.496743424,501.516067589,75.6414614675,214.935457538
6,6.0,176.023931716,498.481588878,75.4388278781,213.634966662
7,7.0,175.698821547,495.387878686,75.2994949488,212.309090865
8,8.0,175.418121645,492.334277588,75.1791949906,211.00040468
9,9.0,175.153743767,489.346349943,75.0658901858,209.719864261
10,10.0,174.896761056,486.430896935,74.9557547381,208.470384401
11,10.0,174.896761056,486.430896935,74.9557547381,208.470384401
12,11.0,174.644959206,483.588233926,74.8478396597,207.252100254
13,12.0,174.397832667,480.816795343,74.741928286,206.064340861
14,13.0,174.155079755,478.115192573,74.6378913234,204.906511103
15,14.0,173.91659588,475.48180181,74.5356839485,203.777915062
16,15.0,173.682385415,472.914816937,74.4353080348,202.677778687
17,16.0,173.452494989,470.412479097,74.3367835668,201.605348184
18,17.0,173.226828499,467.973222658,74.2400693565,200.559952568
19,18.0,173.005380147,465.595428784,74.1451629201,199.54089805
20,19.0,172.788017999,463.277633653,74.0520077137,198.54755728
21,20.0,172.574732483,461.018302146,73.9605996357,197.579272348
22,20.0,172.574732483,461.018302146,73.9605996357,197.579272348
23,21.0,172.36529325,458.816193635,73.8708399644,196.635511558
24,22.0,172.159850066,456.669481776,73.7827928854,195.71549219
25,23.0,171.958335435,454.57695252,73.696429472,194.818693937
26,24.0,171.760725487,452.537298301,73.6117394945,193.944556415
27,25.0,171.566887643,450.549216851,73.5286661326,193.092521508
28,26.0,171.376824338,448.611336202,73.4472104304,192.26200123
29,27.0,171.190597781,446.722282223,73.367399049,191.452406667
30,28.0,171.008090171,444.880890542,73.289181502,190.663238804
31,29.0,170.829088764,443.086119719,73.212466613,189.894051308
32,30.0,170.653513464,441.336828713,73.1372200562,189.144355163
33,30.0,170.653513464,441.336828713,73.1372200562,189.144355163
34,31.0,170.481694303,439.631554133,73.0635832728,188.4135232
35,32.0,170.313274543,437.96931648,72.9914033755,187.701135634
36,33.0,170.148250751,436.349153253,72.9206788935,187.006779966
37,34.0,169.98655651,434.769964944,72.8513813614,186.329984976
38,35.0,169.828311791,433.230549479,72.783562196,185.670235491
39,36.0,169.673299959,431.730063606,72.7171285541,185.027170117
40,37.0,169.521413472,430.267581438,72.6520343453,184.400392045
41,38.0,169.37275445,428.841995615,72.5883233359,183.789426692
42,39.0,169.227252495,427.452391648,72.5259653548,183.193882135
43,40.0,169.084744547,426.097970835,72.4648905203,182.613416072
44,40.0,169.084744547,426.097970835,72.4648905203,182.613416072
45,41.0,168.945331229,424.777764341,72.4051419555,182.047613289
46,42.0,168.808814883,423.490851294,72.3466349499,181.496079126
47,43.0,168.675221192,422.236518168,72.2893805109,180.958507786
48,44.0,168.54439156,421.013984114,72.2333106685,180.43456462
49,45.0,168.416512164,419.822214828,72.178505213,179.923806355
50,46.0,168.291420503,418.660540318,72.1248945013,179.42594585
51,47.0,168.168904915,417.528359557,72.0723878209,178.940725524
52,48.0,168.049188187,416.424664932,72.0210806515,178.467713542
53,49.0,167.932127767,415.348825745,71.9709119,178.006639605
54,50.0,167.81738914,414.300417979,71.9217382028,177.557321991
55,50.0,167.81738914,414.300417979,71.9217382028,177.557321991
56,51.0,167.705358676,413.278405029,71.8737251469,177.119316441
57,52.0,167.595744458,412.282126795,71.826747625,176.692340055
58,53.0,167.488591405,411.311073618,71.7808248877,176.276174408
59,54.0,167.383695666,410.364688545,71.735869571,175.870580805
60,55.0,167.281214454,409.442149715,71.6919490517,175.475207021
61,56.0,167.181119163,408.542836136,71.6490510697,175.089786915
62,57.0,167.083173739,407.666346404,71.6070744594,174.714148459
63,58.0,166.987445478,406.811997184,71.566048062,174.347998793
64,59.0,166.89402971,405.979092591,71.5260127327,173.991039682
65,60.0,166.80258471,405.16737952,71.4868220188,173.643162651
66,60.0,166.80258471,405.16737952,71.4868220188,173.643162651
67,61.0,166.713213981,404.376266407,71.4485202774,173.304114174
68,62.0,166.625864625,403.604991581,71.4110848394,172.973567821
69,63.0,166.540507539,402.853299393,71.374503231,172.651414025
70,64.0,166.457080627,402.120629711,71.33874884,172.337412733
71,65.0,166.375641087,401.406398571,71.30384618,172.031313673
72,66.0,166.295932891,400.710355262,71.2696855247,171.733009398
73,67.0,166.218141985,400.031824075,71.2363465649,171.442210318
74,68.0,166.142280936,399.370310166,71.2038346866,171.158704357
75,69.0,166.068143562,398.725545441,71.1720615265,170.882376617
76,70.0,165.995645887,398.097153196,71.1409910946,170.613065655
77,70.0,165.995645887,398.097153196,71.1409910946,170.613065655
78,71.0,165.924824071,397.484739222,71.1106388875,170.350602524
79,72.0,165.855644329,396.887635096,71.0809904267,170.094700756
80,73.0,165.788087673,396.305694402,71.0520375741,169.845297601
81,74.0,165.722102362,395.738477093,71.023758155,169.602204468
82,75.0,165.657670942,395.185581362,70.9961446894,169.365249155
83,76.0,165.594748016,394.646658909,70.9691777211,169.134282389
84,77.0,165.533196845,394.121460606,70.942798648,168.909197403
85,78.0,165.473354629,393.609280386,70.9171519839,168.689691594
86,79.0,165.415028233,393.109940538,70.892154957,168.475688802
87,80.0,165.357787585,392.623504565,70.8676232507,168.267216242
88,80.0,165.357787585,392.623504565,70.8676232507,168.267216242
89,81.0,165.301857835,392.149494915,70.8436533578,168.064069249
90,82.0,165.247317718,391.68724699,70.8202790219,167.865962996
91,83.0,165.194126537,391.236643303,70.7974828014,167.67284713
92,84.0,165.14221755,390.797412583,70.7752360929,167.484605393
93,85.0,165.091524089,390.369290329,70.7535103238,167.301124427
94,86.0,165.041966406,389.952106205,70.7322713169,167.122331231
95,87.0,164.993676213,389.545380926,70.7115755197,166.948020397
96,88.0,164.946599191,389.1488766,70.6913996532,166.778089971
97,89.0,164.900545192,388.762476948,70.671662225,166.612490121
98,90.0,164.855517437,388.385860914,70.6523646161,166.451083249
99,90.0,164.855517437,388.385860914,70.6523646161,166.451083249
100,91.0,164.811646988,388.018847622,70.6335629949,166.293791838
