,t,ws,wf,ms,mf
0,0.0,350.0,350.0,150.0,150.0
1,1.0,36.6216675613,662.543859765,15.6950003834,283.947368471
2,2.0,36.6194287684,661.732414662,15.6940409008,283.599606284
3,3.0,36.6172394848,660.939471382,15.6931026363,283.25977345
4,4.0,36.61509393,660.164612914,15.6921831129,282.927691249
5,5.0,36.6129982431,659.407419939,15.6912849613,282.603179974
6,6.0,36.6109412371,658.667500173,15.6904033873,282.286071503
7,7.0,36.6089290942,657.944452035,15.6895410403,281.976193729
8,8.0,36.6069602761,657.237892012,15.6886972611,281.673382291
9,9.0,36.6050252952,656.547452591,15.6878679837,281.377479682
10,10.0,36.6031388194,655.872750883,15.687059494,281.088321807
11,10.0,36.6031388194,655.872750883,15.687059494,281.088321807
12,11.0,36.601290596,655.21343734,15.6862673983,280.80575886
13,12.0,36.5994768288,654.569164103,15.6854900695,280.529641759
14,13.0,36.5977068218,653.939578134,15.6847314951,280.2598192
15,14.0,36.5959724598,653.32435181,15.6839881971,279.996150776
16,15.0,36.5942717351,652.723159062,15.6832593151,279.738496741
17,16.0,36.5926098088,652.135673989,15.6825470609,279.486717424
18,17.0,36.5909840169,651.561585765,15.681850293,279.240679614
19,18.0,36.5893947874,651.00058785,15.6811691946,279.000251936
20,19.0,36.5878334769,650.452389698,15.6805000615,278.765309871
21,20.0,36.5863077498,649.916691015,15.6798461785,278.535724721
22,20.0,36.5863077498,649.916691015,15.6798461785,278.535724721
23,21.0,36.5848195471,649.393204406,15.6792083773,278.311373317
24,22.0,36.5833579684,648.881661292,15.6785819864,278.092140554
25,23.0,36.5819285475,648.381783172,15.6779693775,277.877907074
26,24.0,36.5805288333,647.893306025,15.6773695,277.668559725
27,25.0,36.579161497,647.415966454,15.6767834987,277.463985623
28,26.0,36.5778218385,646.949514608,15.6762093594,277.264077689
29,27.0,36.5765091184,646.49370231,15.675646765,277.068729561
30,28.0,36.5752291698,646.048281208,15.6750982156,276.877834804
31,29.0,36.5739566458,645.613037695,15.6745528452,276.691301872
32,30.0,36.5727468425,645.187684932,15.6740343609,276.509007828
33,30.0,36.5727468425,645.187684932,15.6740343609,276.509007828
34,31.0,36.5715474784,644.772048269,15.6735203479,276.33087783
35,32.0,36.5703741162,644.365890398,15.6730174786,276.15681017
36,33.0,36.5692216201,643.968999736,15.6725235511,275.986714173
37,34.0,36.568099314,643.581155231,15.672042563,275.820495099
38,35.0,36.5670016012,643.202155528,15.671572115,275.658066654
39,36.0,36.565925079,642.831801805,15.6711107482,275.499343631
40,37.0,36.5648719715,642.469894224,15.6706594163,275.344240382
41,38.0,36.5638320619,642.116249924,15.670213739,275.192678541
42,39.0,36.5628374507,641.770648104,15.669787479,275.044563473
43,40.0,36.5618527217,641.43293974,15.6693654523,274.899831317
44,40.0,36.5618527217,641.43293974,15.6693654523,274.899831317
45,41.0,36.5608886071,641.102933897,15.6689522602,274.758400242
46,42.0,36.5599472636,640.780452346,15.6685488274,274.620193862
47,43.0,36.5590240308,640.465327708,15.6681531559,274.485140446
48,44.0,36.5581241912,640.157386647,15.6677675105,274.353165706
