,t,ws,wf,ms,mf
0,0.0,350.0,350.0,150.0,150.0
1,1.0,666.004027795,18.7043541587,285.430297626,8.0161517823
2,2.0,652.147751121,17.9250084135,279.491893338,7.68214646291
3,3.0,638.883231299,17.1949521497,273.807099128,7.36926520701
4,4.0,626.185957141,16.5107551164,268.365410203,7.07603790702
5,5.0,614.032725523,15.8692644721,263.156882367,6.80111334516
6,6.0,602.401002578,15.2675539524,258.171858248,6.54323740819
7,7.0,591.269096854,14.7028968843,253.401041509,6.30124152184
8,8.0,580.616163057,14.1727841371,248.835498453,6.07405034448
9,9.0,570.422268948,13.6748830015,244.466686692,5.86066414359
10,10.0,560.66806773,13.2070239872,240.286314741,5.66015313735
11,10.0,560.66806773,13.2070239872,240.286314741,5.66015313735
12,11.0,551.335142325,12.7672047567,236.286489568,5.47165918146
13,12.0,542.405760635,12.3535674879,232.459611701,5.29438606625
14,13.0,533.862971519,11.9643861401,228.798416365,5.12759406006
15,14.0,525.69039838,11.5980602997,225.29588502,4.9705972713
16,15.0,517.872340885,11.2530963447,221.945288951,4.8227555763
17,16.0,510.393751467,10.9281180021,218.7401792,4.68347914376
18,17.0,503.240162663,10.6218318728,215.674355427,4.55221365977
19,18.0,496.397794478,10.3330550674,212.741911919,4.42845217173
20,19.0,489.853302704,10.060672053,209.93712973,4.31171659414
21,20.0,483.59394746,9.80364783704,207.254548911,4.20156335873
22,20.0,483.59394746,9.80364783704,207.254548911,4.20156335873
23,21.0,477.607650549,9.56103007677,204.688993092,4.09758431862
24,22.0,471.882453339,9.33191190433,202.235337145,3.99939081614
25,23.0,466.40725261,9.11546579445,199.888822547,3.90662819763
26,24.0,461.171323109,8.91091501642,197.644852761,3.81896357846
27,25.0,456.164339532,8.7175368638,195.499002657,3.73608722735
28,26.0,451.376434123,8.53465475417,193.447043196,3.65770918036
29,27.0,446.798119123,8.36163804434,191.484908196,3.58355916186
30,28.0,442.420345308,8.19790035501,189.608719418,3.51338586643
31,29.0,438.234430904,8.04289162914,187.814756102,3.44695355535
32,30.0,434.232063513,7.89609878687,186.099455791,3.38404233723
33,30.0,434.232063513,7.89609878687,186.099455791,3.38404233723
34,31.0,430.40528246,7.75704227906,184.459406769,3.32444669103
35,32.0,426.74646576,7.6252753529,182.891342469,3.26797515124
36,33.0,423.248306703,7.50037459861,181.392131444,3.21444625654
37,34.0,419.903811079,7.38195173411,179.958776177,3.16369360033
38,35.0,416.706296564,7.26963696148,178.588412813,3.11555869778
39,36.0,413.649357492,7.16308500647,177.278296068,3.0698935742
40,37.0,410.726866792,7.06197408051,176.025800054,3.02656032022
41,38.0,407.932947917,6.96600004486,174.82840625,2.98542859065
42,39.0,405.262013053,6.87488087216,173.68371988,2.94637751664
43,40.0,402.708655111,6.78834840309,172.589423619,2.90929217275
44,40.0,402.708655111,6.78834840309,172.589423619,2.90929217275
45,41.0,400.267739667,6.70615181633,171.543317,2.87406506414
46,42.0,397.934349045,6.62805651429,170.543292448,2.84059564898
47,43.0,395.703784222,6.55384050984,169.587336095,2.80878878994
48,44.0,393.571540137,6.48329823671,168.673517202,2.77855638713
49,45.0,391.533311008,6.41623057881,167.799990432,2.7498131052
50,46.0,389.584953123,6.35245446036,166.96497991,2.72248048302
51,47.0,387.722529551,6.2917970824,166.166798379,2.69648446391
52,48.0,385.942287834,6.23409679982,165.403837643,2.67175577134
53,49.0,384.240604991,6.17919595986,164.674544996,2.64822683996
54,50.0,382.614031749,6.12695180158,163.977442178,2.62583648641
55,50.0,382.614031749,6.12695180158,163.977442178,2.62583648641
56,51.0,381.059270261,6.07722727477,163.311115826,2.6045259749
57,52.0,379.573151846,6.02989223719,162.674207934,2.58423953021
58,53.0,378.152664875,5.98482515222,162.065427804,2.56492506521
59,54.0,376.794923182,5.94191026762,161.483538507,2.54653297184
60,55.0,375.497183961,5.90104006677,160.927364555,2.52901717152
61,56.0,374.256781109,5.86211149514,160.395763332,2.51233349792
62,57.0,373.071185398,5.82502625077,159.887650885,2.49643982177
63,58.0,371.937990292,5.78969321204,159.40199584,2.48129709085
64,59.0,370.85488588,5.75602425767,158.937808234,2.46686753905
65,60.0,369.819663091,5.72393883575,158.494141325,2.4531166439
66,60.0,369.819663091,5.72393883575,158.494141325,2.4531166439
67,61.0,368.830213619,5.69335759268,158.070091551,2.44001039689
68,62.0,367.884520635,5.66420739135,157.664794558,2.42751745347
69,63.0,366.980652557,5.63641844855,157.277422524,2.41560790654
70,64.0,366.116761167,5.60992415814,156.907183357,2.40425321062
71,65.0,365.291086718,5.58466149011,156.553322879,2.39342635291
72,66.0,364.501943532,5.56057105474,156.215118656,2.38310188064
73,67.0,363.74771087,5.53759677013,155.891876087,2.37325575863
74,68.0,363.02685168,5.51568500511,155.582936434,2.36386500212
75,69.0,362.33789639,5.49478259957,155.287669881,2.35490682853
76,70.0,361.679425802,5.4748456007,155.005468201,2.34636240031
77,70.0,361.679425802,5.4748456007,155.005468201,2.34636240031
78,71.0,361.050102368,5.45582530895,154.735758158,2.33821084665
