,t,ws,wf,ms,mf
0,0.0,350.0,350.0,150.0,150.0
1,1.0,583.04383388,103.600171451,249.875928806,44.4000734792
2,2.0,573.754542673,100.043176298,245.894804003,42.875646985
3,3.0,564.776915342,96.6742393022,242.047249432,41.4318168438
4,4.0,556.103005812,93.4829573978,238.329859634,40.0641245991
5,5.0,547.724975852,90.4593968368,234.739275365,38.7683129301
6,6.0,539.634880925,87.5943168847,231.272091825,37.540421522
7,7.0,531.824927157,84.8789011481,227.924968782,36.3766719206
8,8.0,524.28735999,82.3048941664,224.694582853,35.2735260713
9,9.0,517.014515148,79.8644345806,221.577649349,34.2276148203
10,10.0,509.998741841,77.5501379437,218.57088936,33.2357734044
11,10.0,509.998741841,77.5501379437,218.57088936,33.2357734044
12,11.0,503.232517282,75.3550805697,215.671078835,32.2950345299
13,12.0,496.708452384,73.2726796327,212.875051022,31.4025769855
14,13.0,490.419259174,71.2967471551,210.179682503,30.5557487808
15,14.0,484.357734106,69.4214497694,207.581886046,29.7520499012
16,15.0,478.51680826,67.6413051328,205.078632111,28.9891307712
17,16.0,472.889580431,65.9510911688,202.666963042,28.264753358
18,17.0,467.469225873,64.3459514672,200.343953945,27.5768363431
19,18.0,462.249096329,62.8212724763,198.10675557,26.9234024899
20,19.0,457.222684616,61.3726915683,195.952579121,26.3025821007
21,20.0,452.383601544,59.9961344016,193.878686376,25.7126290293
22,20.0,452.383601544,59.9961344016,193.878686376,25.7126290293
23,21.0,447.725649421,58.6877330894,191.882421181,25.1518856098
24,22.0,443.242734435,57.4438428256,189.961171901,24.6187897824
25,23.0,438.92893194,56.26101738,188.112399403,24.1118645914
26,24.0,434.778477404,55.1360416687,186.333633173,23.6297321437
27,25.0,430.78572724,54.0658482688,184.622454531,23.1710778295
28,26.0,426.945232943,53.0475614672,182.976528404,22.7346692002
29,27.0,423.251649593,52.0784597496,181.393564111,22.3193398927
30,28.0,419.699816167,51.1559785671,179.871349786,21.9239908145
31,29.0,416.284728014,50.2777098817,178.407740577,21.5475899493
32,30.0,413.001465188,49.4413501759,177.000627938,21.1891500754
33,30.0,413.001465188,49.4413501759,177.000627938,21.1891500754
34,31.0,409.845282303,48.6447482286,175.64797813,20.8477492408
