,t,ws,wf,ms,mf
0,0.0,350.0,350.0,150.0,150.0
1,1.0,583.044017939,103.592261556,249.876007688,44.3966835241
2,2.0,573.755080023,100.034753843,245.895034296,42.8720373615
3,3.0,564.777801275,96.6653209567,242.047629118,41.4279946957
4,4.0,556.104245678,93.4735374618,238.330391005,40.0600874836
5,5.0,547.726524228,90.4495256566,234.739938955,38.7640824242
6,6.0,539.636764341,87.5839860104,231.272899003,37.5359940045
7,7.0,531.827149068,84.8681253403,227.925921029,36.3720537173
8,8.0,524.289897636,82.2936691417,224.695670416,35.2687153464
9,9.0,517.017342953,79.8527729875,221.578861266,34.2226169946
10,10.0,510.00185403,77.5380802,218.572223156,33.2306058
11,10.0,510.00185403,77.5380802,218.572223156,33.2306058
12,11.0,503.235938265,75.3426135513,215.672544971,32.289691522
13,12.0,496.712160553,73.2598239121,212.876640237,31.3970673909
14,13.0,490.423234858,71.2835152572,210.181386368,30.5500779674
15,14.0,484.361973644,69.4078544028,207.58370299,29.7462233155
16,15.0,478.521319754,67.6273370856,205.080565609,28.9831444653
17,16.0,472.894330528,65.9367910131,202.668998798,28.2586247199
18,17.0,467.474224645,64.3313135252,200.346096277,27.5705629394
19,18.0,462.254333038,62.8063070366,198.108999874,26.91698873
20,19.0,457.228145199,61.3574230838,195.954919371,26.2960384645
21,20.0,452.389295761,59.9805583656,193.881126755,25.7059535853
22,20.0,452.389295761,59.9805583656,193.881126755,25.7059535853
23,21.0,447.731557062,58.6718562397,191.884953027,25.1450812456
24,22.0,443.248849357,57.427682836,189.963792582,24.6118640726
25,23.0,438.935256316,56.2445916566,188.11510985,24.1048249957
26,24.0,434.785003023,55.1193457195,186.336429867,23.6225767369
27,25.0,430.792460492,54.0488961447,184.625340211,23.1638126335
28,26.0,426.952149394,53.0303665592,182.979492597,22.7272999539
29,27.0,423.258756582,52.061028474,181.396609964,22.311869346
30,28.0,419.70710554,51.1383189395,179.874473803,21.9164224026
31,29.0,416.292162063,50.2598220906,178.410926598,21.5399237531
32,30.0,413.009063027,49.4232351642,177.003884154,21.1813864989
33,30.0,413.009063027,49.4232351642,177.003884154,21.1813864989
34,31.0,409.853039809,48.6264325104,175.651302775,20.8398996473
35,32.0,406.819521252,47.8673567478,174.351223394,20.5145814633
36,33.0,403.904058776,47.1440765516,173.101739476,20.2046042364
37,34.0,401.102318579,46.4547940016,171.900993677,19.9091974293
38,35.0,398.410139395,45.7977732541,170.747202598,19.6276171089
39,36.0,395.82346554,45.1714014361,169.638628088,19.359172044
40,37.0,393.338385763,44.5741392202,168.573593899,19.1032025229
41,38.0,390.951110567,44.0045373242,167.550475957,18.8590874246
42,39.0,388.657977741,43.4612247185,166.567704746,18.626239165
43,40.0,386.455445517,42.9429027772,165.623762364,18.4041011904
44,40.0,386.455445517,42.9429027772,165.623762364,18.4041011904
45,41.0,384.340104569,42.4483341551,164.717187672,18.1921432094
46,42.0,382.308643118,41.9763627409,163.846561336,17.9898697461
47,43.0,380.357872118,41.5258852407,163.010516622,17.7968079601
48,44.0,378.484706179,41.0958646447,162.20773122,17.6125134193
49,45.0,376.686184034,40.6853025365,161.436936014,17.4365582301
50,46.0,374.959434734,40.2932654609,160.6969006,17.2685423404
51,47.0,373.301692713,39.9188654439,159.986439734,17.1080851901
52,48.0,371.710284037,39.5612689158,159.304407445,16.9548295353
53,49.0,370.182643966,39.2196720842,158.649704557,16.8084308933
54,50.0,368.716302603,38.8933074826,158.021272544,16.6685603496
55,50.0,368.716302603,38.8933074826,158.021272544,16.6685603496
56,51.0,367.30885693,38.5814726887,157.418081541,16.5349168665
57,52.0,365.958009997,38.28348277,156.839147142,16.4072069014
58,53.0,364.661551632,37.9986843809,156.283522128,16.2851504489
59,54.0,363.417344724,37.7264663126,155.750290596,16.1684855626
60,55.0,362.223337621,37.4662407126,155.238573266,16.0569603054
61,56.0,361.077543775,37.2174624012,154.74751876,15.9503410292
62,57.0,359.978072578,36.9795897245,154.276316819,15.8483955962
63,58.0,358.923079684,36.7521352022,153.824177007,15.7509150867
64,59.0,357.910809935,36.5346141567,153.390347115,15.6576917814
65,60.0,356.9395624,36.3265779371,152.974098171,15.5685334017
66,60.0,356.9395624,36.3265779371,152.974098171,15.5685334017
67,61.0,356.007712086,36.1275892678,152.574733751,15.4832525433
68,62.0,355.113683566,35.9372446375,152.191578671,15.4016762732
69,63.0,354.255968357,35.7551531489,151.823986438,15.3236370638
70,64.0,353.433119865,35.5809389555,151.471337085,15.2489738381
71,65.0,352.643742552,35.4142487453,151.133032522,15.1775351766
72,66.0,351.886495707,35.254746556,150.80849816,15.1091770954
73,67.0,351.160084452,35.1021162829,150.497179051,15.0437641213
74,68.0,350.463278047,34.9560445669,150.198547734,14.9811619573
75,69.0,349.794883439,34.8162432689,149.912092902,14.9212471153
76,70.0,349.15375692,34.6824342784,149.637324394,14.8639004051
77,70.0,349.15375692,34.6824342784,149.637324394,14.8639004051
78,71.0,348.538795348,34.5543571724,149.373769435,14.809010217
79,72.0,347.948960187,34.4317426083,149.120982937,14.7564611178
80,73.0,347.383216255,34.3143703573,148.878521252,14.7061587246
81,74.0,346.840598226,34.2020022681,148.645970668,14.6580009721
82,75.0,346.320173231,34.0944165608,148.422931385,14.6118928117
83,76.0,345.821036304,33.9914105749,148.209015559,14.5677473893
84,77.0,345.342331965,33.8927775627,148.003856556,14.5254760983
85,78.0,344.883224589,33.7983338609,147.807096252,14.4850002262
86,79.0,344.442927469,33.7078891244,147.618397487,14.446238196
87,80.0,344.020665794,33.6212805301,147.437428197,14.4091202272
88,80.0,344.020665794,33.6212805301,147.437428197,14.4091202272
89,81.0,343.615713566,33.538335088,147.263877242,14.3735721806
90,82.0,343.227366249,33.4588949721,147.097442678,14.3395264166
91,83.0,342.854947246,33.3828098606,146.937834534,14.3069185116
92,84.0,342.497808628,33.3099353436,146.784775127,14.2756865757
93,85.0,342.155323487,33.2401357711,146.63799578,14.2457724733
94,86.0,341.826900846,33.173273648,146.49724322,14.2171172776
95,87.0,341.511959461,33.109230484,146.36226834,14.1896702075
96,88.0,341.2099552,33.0478796979,146.232837943,14.1633770135
97,89.0,340.920360529,32.9891052193,146.108725941,14.1381879512
98,90.0,340.64266496,32.9328005847,145.989713554,14.1140573934
99,90.0,340.64266496,32.9328005847,145.989713554,14.1140573934
100,91.0,340.376379475,32.8788629632,145.875591203,14.0909412701
101,92.0,340.121047767,32.8271814462,145.766163329,14.0687920483
102,93.0,339.876211044,32.7776706705,145.661233305,14.0475731444
103,94.0,339.641442512,32.7302356985,145.56061822,14.0272438708
104,95.0,339.416332817,32.6847853251,145.464142636,14.0077651392
105,96.0,339.200484512,32.6412374998,145.37163622,13.9891017855
106,97.0,338.993517775,32.5995118035,145.28293619,13.9712193442
107,98.0,338.795067462,32.5595323314,145.197886055,13.9540852848
108,99.0,338.604785912,32.5212236365,145.116336819,13.9376672728
109,100.0,338.4223394,32.4845139747,145.038145457,13.9219345606
110,100.0,338.4223394,32.4845139747,145.038145457,13.9219345606
111,101.0,338.247407195,32.4493350839,144.963174512,13.906857893
112,102.0,338.079673152,32.4156301609,144.891288494,13.8924129262
113,103.0,337.918852268,32.3833266294,144.822365258,13.8785685555
114,104.0,337.764654298,32.3523718581,144.756280414,13.865302225
115,105.0,337.616810793,32.3227055362,144.692918911,13.8525880869
116,106.0,337.4750552,32.294279028,144.632166514,13.8404052978
117,107.0,337.339144336,32.2670332942,144.573919001,13.8287285546
118,108.0,337.208832778,32.2409239685,144.518071191,13.8175388436
119,109.0,337.083892633,32.2159010452,144.464525414,13.8068147336
120,110.0,336.964101243,32.1919207519,144.413186247,13.7965374651
121,110.0,336.964101243,32.1919207519,144.413186247,13.7965374651
122,111.0,336.849249766,32.1689365801,144.363964186,13.7866871057
123,112.0,336.739131462,32.146910219,144.316770627,13.7772472367
124,113.0,336.633554583,32.1257986011,144.271523393,13.7681994005
125,114.0,336.532330091,32.1055657049,144.228141467,13.7595281593
126,115.0,336.435280436,32.0861732015,144.186548758,13.7512170865
127,116.0,336.342233277,32.0675864439,144.146671404,13.7432513332
128,117.0,336.253025611,32.0497700026,144.108439547,13.7356157154
129,118.0,336.167496935,32.0326941233,144.071784401,13.7282974814
130,119.0,336.085496409,32.0163272407,144.036641318,13.7212831031
131,120.0,336.006875664,32.0006427872,144.002946713,13.7145611946
132,120.0,336.006875664,32.0006427872,144.002946713,13.7145611946
133,121.0,335.931501629,31.9856061817,143.970643555,13.708116935
134,122.0,335.859234221,31.9711967849,143.939671809,13.7019414794
135,123.0,335.789951514,31.9573823115,143.90997922,13.6960209907
136,124.0,335.723528801,31.9441398114,143.881512343,13.6903456334
137,125.0,335.659843724,31.9314498168,143.854218739,13.6849070644
138,126.0,335.598788972,31.9192838499,143.828052416,13.6796930785
139,127.0,335.54025467,31.9076215578,143.802966287,13.6746949532
140,128.0,335.484129819,31.8964491258,143.778912779,13.6699067684
141,129.0,335.430327245,31.8857339712,143.755854534,13.6653145592
142,130.0,335.378746413,31.8754618816,143.733748463,13.6609122349
143,130.0,335.378746413,31.8754618816,143.733748463,13.6609122349
144,131.0,335.329292264,31.8656178759,143.712553828,13.6566933753
145,132.0,335.281879203,31.8561820725,143.692233944,13.6526494596
146,133.0,335.236424086,31.8471364694,143.67275318,13.6487727725
147,134.0,335.192844532,31.8384664762,143.654076228,13.6450570612
148,135.0,335.151064294,31.8301554113,143.636170412,13.6414951763
