,t,ws,wf,ms,mf
0,0.0,350.0,350.0,150.0,150.0
1,1.0,85.1050190653,612.612477313,36.4735795994,262.548204563
2,2.0,85.0764515691,610.758194506,36.4613363868,261.753511931
3,3.0,85.0480343236,608.947219403,36.4491575673,260.977379744
4,4.0,85.0205569475,607.177763364,36.4373815489,260.219041442
5,5.0,84.9933671414,605.449500619,36.4257287749,259.478357408
6,6.0,84.9665882549,603.761353176,36.4142521092,258.754865647
7,7.0,84.9405296448,602.112079158,36.4030841335,258.048033925
8,8.0,84.9148457049,600.501112135,36.3920767307,257.357619487
9,9.0,84.8897360036,598.927362133,36.3813154301,256.6831552
10,10.0,84.8649835129,597.390175617,36.3707072198,256.024360979
11,10.0,84.8649835129,597.390175617,36.3707072198,256.024360979
12,11.0,84.8407887628,595.888649532,36.3603380412,255.380849799
13,12.0,84.8170228448,594.421783049,36.3501526478,254.752192735
14,13.0,84.7937530626,592.988848586,36.340179884,254.138077966
15,14.0,84.7709210936,591.589111111,36.3303947544,253.538190476
16,15.0,84.748551708,590.22176898,36.3208078748,252.952186706
17,16.0,84.7265967384,588.886512915,36.3113986022,252.379934106
18,17.0,84.7050629712,587.581999424,36.3021698448,251.820856896
19,18.0,84.6839636391,586.307685788,36.2931272739,251.274722481
20,19.0,84.6632612076,585.062875849,36.2842548033,250.741232507
21,20.0,84.643050025,583.847010588,36.2755928679,250.220147395
22,20.0,84.643050025,583.847010588,36.2755928679,250.220147395
23,21.0,84.6231611481,582.659178608,36.2670690635,249.711076546
24,22.0,84.603706437,581.498869693,36.2587313301,249.213801297
25,23.0,84.5846411107,580.365218714,36.250560476,248.727950877
26,24.0,84.5659093408,579.258012045,36.2425325746,248.253433733
27,25.0,84.5475855567,578.176580572,36.2346795243,247.789963102
28,26.0,84.5296788486,577.119849712,36.2270052208,247.337078448
29,27.0,84.5120876824,576.087807923,36.2194661496,246.894774824
30,28.0,84.4948632957,575.079698949,36.2120842696,246.462728121
31,29.0,84.4780113878,574.09507163,36.2048620233,246.040744984
32,30.0,84.4615196943,573.132887265,36.1977941547,245.628380256
