t,counts,nextinct,delta_n,mean_n,delta2_n,M2_n,var_n,delta_h,mean_h,delta2_h,M2_h,var_h,delta_w,mean_w,delta2_w,M2_w,var_w,delta_m,mean_m,delta2_m,M2_m,var_m,delta_ns,mean_ns,delta2_ns,M2_ns,var_ns,delta_nf,mean_nf,delta2_nf,M2_nf,var_nf,delta_fs,mean_fs,delta2_fs,M2_fs,var_fs,cdf_h_0_1,cdf_h_0_2,cdf_h_0_3,cdf_h_0_4,cdf_h_0_5,cdf_h_0_6,cdf_h_0_7,cdf_h_0_8,cdf_h_0_9,p_h_fix_0,p_h_fix_1,cdf_fs_0_1,cdf_fs_0_2,cdf_fs_0_3,cdf_fs_0_4,cdf_fs_0_5,cdf_fs_0_6,cdf_fs_0_7,cdf_fs_0_8,cdf_fs_0_9,p_fs_fix_0,p_fs_fix_1
0.0,10000.0,0.0,0.0,2944.0,0.0,0.0,0.0,0.0,0.298573,0.0,0.0,0.0,0.0,2065.0,0.0,0.0,0.0,0.0,879.0,0.0,0.0,0.0,0.0,311.0,0.0,0.0,0.0,0.0,2633.0,0.0,0.0,0.0,0.0,0.105638586957,0.0,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0
10.0,10000.0,0.0,30.7217721772,2943.2813,30.7187,12253105.7031,1225.43311362,0.000322118611861,0.2986019136,0.0003220864,0.323343067879,3.2337540542e-05,20.5915591559,2064.4105,20.5895,8775011.8975,877.588948645,10.1302130213,878.8708,10.1292,3919087.0736,391.94790215,14.4636463646,311.5378,14.4622,2968711.7116,296.900861246,16.2581258126,2631.7435,16.2565,15009767.0775,1501.12682043,0.00375619522419,0.10586085827,0.00375581960467,0.356138462626,3.56174080034e-05,0.0,0.0,5982.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,1658.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0
20.0,10000.0,0.0,50.9890989099,2943.016,50.984,22005065.44,2200.72661666,-0.0033560640064,0.2986127284,-0.0033557284,0.64067314493,6.40737218652e-05,45.8090809081,2064.1955,45.8045,16436778.7975,1643.84226398,5.1800180018,878.8205,5.1795,7487678.7975,748.842764026,-42.5128512851,311.5086,-42.5086,2936629.2604,293.69229527,93.501950195,2631.5074,93.4926,24385221.4524,2438.76602184,-0.0160256902866,0.105870447103,-0.0160240877176,0.360925474979,3.60961571136e-05,0.0,0.0,5703.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,1677.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0
30.0,10000.0,0.0,55.3444344434,2942.6611,55.3389,29784016.4679,2978.69951674,-0.00876230953095,0.2986214333,-0.0087614333,0.965241813684,9.65338347518e-05,65.0821082108,2063.9244,65.0756,23214128.8464,2321.64504914,-9.73767376738,878.7367,-9.7367,10933929.7311,1093.50232334,5.83218321832,311.1684,5.8316,2965742.4144,296.60390183,49.5122512251,2631.4927,49.5073,32202525.4671,3220.57460417,-3.9930820466e-05,0.105777084933,-3.9926827384e-05,0.374783959507,3.74821441651e-05,0.0,0.0,5555.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,1746.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0
40.0,10000.0,0.0,40.3085308531,2942.6955,40.3045,36350751.7975,3635.43872362,-0.00589664966497,0.29855406,-0.00589606,1.29354779626,0.000129367716398,45.8614861486,2064.1431,45.8569,29138100.2239,2914.10143253,-5.55295529553,878.5524,-5.5524,14426970.5424,1442.84133837,0.396839683968,311.6032,0.3968,2933855.4976,293.414891249,39.9116911691,2631.0923,39.9077,38330019.8071,3833.38531924,-0.00133674682762,0.105929305074,-0.00133661315294,0.374627980189,3.74665446733e-05,0.0,0.0,5526.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,1651.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0
50.0,10000.0,0.0,31.8209820982,2942.1822,31.8178,42148234.0316,4215.24492765,-0.0133600961096,0.2984967601,-0.0133587601,1.60571058591,0.000160587117303,62.0553055306,2063.9509,62.0491,34673258.8919,3467.67265646,-30.2343234323,878.2313,-30.2313,17650650.0031,1765.24152446,-29.4717471747,311.4688,-29.4688,2872582.2656,287.286955256,61.2927292729,2630.7134,61.2866,43913320.6044,4391.77123756,-0.0110876714443,0.105908351514,-0.0110865626771,0.373334501896,3.7337183908e-05,0.0,0.0,5470.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,1692.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0
60.0,10000.0,0.0,27.1264126413,2941.8763,27.1237,46390745.9831,4639.53855217,-0.0185149626963,0.2984051112,-0.0185131112,1.95919297581,0.00019593889147,73.9949995,2064.0124,73.9876,40074138.4624,4007.8146277,-46.8685868587,877.8639,-46.8639,20981163.7679,2098.32620941,-15.3479347935,311.3464,-15.3464,3014542.0704,301.484355476,42.4743474347,2630.5299,42.4701,48427041.0599,4843.18842483,-0.00618747125118,0.105883720136,-0.00618685250406,0.397220970876,3.97260696946e-05,0.0,0.0,5482.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,1753.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0
70.0,10000.0,0.0,14.1068106811,2941.8946,14.1054,50523614.9084,5052.86677752,-0.022652959996,0.2983606947,-0.0226506947,2.29085750235,0.000229108661101,76.8501850185,2064.1575,76.8425,45056780.9375,4506.12870662,-62.7433743374,877.7371,-62.7371,24190579.8359,2419.29991358,-29.5356535654,311.5327,-29.5327,2973167.3071,297.346465357,43.6424642464,2630.3619,43.6381,52138647.2839,5214.38616701,-0.0105510852198,0.105949218203,-0.0105500301113,0.392834613761,3.92873901151e-05,0.0,0.0,5529.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,1703.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0
80.0,10000.0,0.0,-21.7745774577,2941.7724,-21.7724,53035419.9824,5304.07240548,-0.0356584436444,0.2983258778,-0.0356548778,2.58813025977,0.000258838909868,88.8457845785,2064.1631,88.8369,48419312.9839,4842.41553994,-110.620362036,877.6093,-110.6093,27203396.5351,2720.61171468,-22.3840384038,311.3818,-22.3818,2934694.2876,293.498778638,0.609460946083,2630.3906,0.609399999988,54752810.3164,5475.8286145,-0.00693436139522,0.105906270699,-0.00693366795908,0.393672890635,3.93712261861e-05,0.0,0.0,5470.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,1720.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0
90.0,10000.0,0.0,-5.91419141914,2941.9136,-5.9136,55054159.3504,5505.96653169,-0.0419290136014,0.2983958207,-0.0419248207,2.94041560759,0.000294070967856,118.95709571,2064.0548,118.9452,52384487.9696,5238.97269423,-124.871287129,877.8588,-124.8588,30452124.6256,3045.51701426,9.89318931893,311.1078,9.8922,2987213.7916,298.751254285,-15.8073807381,2630.8058,-15.8058,57081174.8636,5708.6883552,0.00352084017245,0.10581193698,0.00352048808843,0.405699714607,4.05740288636e-05,0.0,0.0,5427.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0,1795.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,0.0,0.0
